,coef,std err,t,P>|t|,[0.025,0.975]
QKDJ1_3,-1.6392,0.099,-16.544,0,-1.833,-1.445
QKDJ1_1,-1.5254,0.113,-13.464,0,-1.747,-1.303
QKDJ1_5,-1.2169,0.672,-1.812,0.07,-2.534,0.1
LYFS_2,-0.9865,0.257,-3.839,0,-1.49,-0.483
SSCOUNT,-0.9777,0.053,-18.427,0,-1.082,-0.874
QKDJ1_13,-0.9246,0.318,-2.907,0.004,-1.548,-0.301
LYFS_4,-0.7754,0.179,-4.335,0,-1.126,-0.425
LYFS_3,-0.6148,0.674,-0.913,0.361,-1.935,0.706
grade,-0.4826,0.078,-6.176,0,-0.636,-0.329
QKDJ1_6,-0.3892,0.335,-1.161,0.246,-1.046,0.268
JBCOUNT,-0.3126,0.014,-21.823,0,-0.341,-0.284
QKDJ1_4,-0.228,0.17,-1.343,0.179,-0.561,0.105
adrg_FC1,-2.49E-12,5.50E-13,-4.525,0,-3.57E-12,-1.41E-12
adrg_AG2,-1.83E-12,4.06E-13,-4.516,0,-2.63E-12,-1.04E-12
medicine,-1.61E-13,3.29E-14,-4.906,0,-2.26E-13,-9.69E-14
adrg_ID1,-1.94E-14,2.13E-14,-0.91,0.363,-6.11E-14,2.23E-14
adrg_TR2,-1.11E-14,2.67E-15,-4.134,0,-1.63E-14,-5.81E-15
adrg_PJ1,-8.24E-15,9.12E-15,-0.904,0.366,-2.61E-14,9.63E-15
adrg_JB1,-7.05E-15,9.68E-15,-0.729,0.466,-2.60E-14,1.19E-14
adrg_LT1,-4.18E-15,8.14E-15,-0.513,0.608,-2.01E-14,1.18E-14
adrg_YR2,-2.47E-15,1.98E-15,-1.247,0.212,-6.36E-15,1.41E-15
adrg_US1,-1.12E-15,2.09E-15,-0.536,0.592,-5.22E-15,2.98E-15
adrg_XT3,-8.16E-16,2.65E-15,-0.308,0.758,-6.01E-15,4.38E-15
QKYHLB1_5,0,0,      nan,   nan,0,0
QKYHLB1_6,0,0,      nan,   nan,0,0
QKYHLB1_7,0,0,      nan,   nan,0,0
adrg_RF1,2.65E-16,4.26E-15,0.062,0.95,-8.08E-15,8.61E-15
adrg_TU1,4.43E-15,2.56E-15,1.728,0.084,-5.94E-16,9.45E-15
adrg_RB1,1.01E-14,5.11E-15,1.985,0.047,1.29E-16,2.02E-14
adrg_AG1,7.35E-12,1.62E-12,4.524,0,4.16E-12,1.05E-11
QKYHLB1_1,0.0045,0.126,0.036,0.972,-0.242,0.251
SJZYTS,0.08,0.003,29.995,0,0.075,0.085
QKDJ1_9,0.5155,0.978,0.527,0.598,-1.402,2.433
NL,0.5574,0.009,58.988,0,0.539,0.576
QKYHLB1_2,0.5593,0.778,0.718,0.472,-0.966,2.085
QKDJ1_7,0.6385,0.378,1.688,0.091,-0.103,1.38
QKYHLB1_3,1.9586,1.812,1.081,0.28,-1.593,5.51
QKDJ1_10,2.382,0.907,2.627,0.009,0.605,4.159
QKYHLB1_9,3.142,0.325,9.659,0,2.504,3.78
adrg_FT1,3.1761,4.901,0.648,0.517,-6.43,12.782
QKYHLB1_4,3.8514,0.352,10.935,0,3.161,4.542
Intercept,28.0719,4.301,6.526,0,19.641,36.503
