,coef,std err,t,P>|t|,[0.025,0.975]
adrg_PR1,  -22.6390,    4.754,   -4.762, 0.000,  -31.956,  -13.322
adrg_PR2,  -23.2097,    4.706,   -4.932, 0.000,  -32.433,  -13.986
adrg_PS1,  -20.1100,    4.798,   -4.192, 0.000,  -29.513,  -10.707
adrg_PT1,  -23.7218,    4.657,   -5.094, 0.000,  -32.850,  -14.594
adrg_PT2,  -23.8453,    4.665,   -5.112, 0.000,  -32.988,  -14.703
adrg_PU1,  -23.2817,    4.651,   -5.006, 0.000,  -32.397,  -14.167
adrg_PV1,  -20.9131,    4.758,   -4.396, 0.000,  -30.238,  -11.588
adrg_QB1,  -25.3337,    4.720,   -5.367, 0.000,  -34.586,  -16.082
adrg_QC1,  -25.7968,    4.819,   -5.353, 0.000,  -35.243,  -16.351
adrg_QD1,  -23.0728,    4.849,   -4.758, 0.000,  -32.577,  -13.569
adrg_QJ1,  -21.1472,    4.899,   -4.316, 0.000,  -30.750,  -11.544
adrg_QR1,  -16.1236,    4.667,   -3.455, 0.001,  -25.272,   -6.976
adrg_QS1,  -20.2326,    4.658,   -4.344, 0.000,  -29.362,  -11.103
adrg_QT1,  -20.0320,    4.660,   -4.299, 0.000,  -29.165,  -10.899
adrg_QU1,  -21.5323,    4.955,   -4.346, 0.000,  -31.244,  -11.821
adrg_RA1,  -28.9380,    4.778,   -6.056, 0.000,  -38.304,  -19.572
adrg_RA2,  -22.4326,    4.969,   -4.514, 0.000,  -32.172,  -12.693
adrg_RA3,  -24.7624,    5.693,   -4.350, 0.000,  -35.920,  -13.605
adrg_RA4,  -19.3459,    9.296,   -2.081, 0.037,  -37.565,   -1.127
adrg_RB1,  -17.5453,    6.574,   -2.669, 0.008,  -30.429,   -4.661
adrg_RC1,  -26.6540,    4.758,   -5.602, 0.000,  -35.979,  -17.329
adrg_RD1,  -25.2722,    4.955,   -5.100, 0.000,  -34.984,  -15.560
adrg_RE1,  -25.0592,    4.691,   -5.342, 0.000,  -34.253,  -15.865
adrg_RF1,  -29.3586,    6.149,   -4.775, 0.000,  -41.410,  -17.307
adrg_RK1,  -25.9462,    6.149,   -4.220, 0.000,  -37.998,  -13.895
adrg_RR1,  -17.5843,    4.676,   -3.761, 0.000,  -26.748,   -8.420
adrg_RR2,  -20.5555,    4.883,   -4.210, 0.000,  -30.125,  -10.986
adrg_RS1,  -21.8177,    4.677,   -4.665, 0.000,  -30.985,  -12.650
adrg_RT1,  -24.2104,    4.728,   -5.120, 0.000,  -33.478,  -14.943
adrg_RU1,  -25.0880,    4.653,   -5.392, 0.000,  -34.207,  -15.969
adrg_RU2,  -24.4030,    4.666,   -5.230, 0.000,  -33.548,  -15.258
adrg_RV1,  -29.1206,    4.666,   -6.240, 0.000,  -38.267,  -19.974
adrg_RW1,  -23.1425,    4.664,   -4.962, 0.000,  -32.284,  -14.001
adrg_RW2,  -20.2122,    4.672,   -4.326, 0.000,  -29.369,  -11.055
adrg_SB1,  -21.0190,    4.820,   -4.361, 0.000,  -30.465,  -11.573
adrg_SR1,  -13.0369,    4.652,   -2.803, 0.005,  -22.154,   -3.919
adrg_SS1,  -11.7165,    5.122,   -2.288, 0.022,  -21.755,   -1.678
adrg_ST1,  -18.6141,    4.653,   -4.001, 0.000,  -27.733,   -9.495
adrg_SU1,  -13.9216,    4.791,   -2.906, 0.004,  -23.312,   -4.531
adrg_SV1,  -14.0148,    4.686,   -2.990, 0.003,  -23.200,   -4.829
adrg_SZ1,  -14.9651,    4.658,   -3.213, 0.001,  -24.094,   -5.836
adrg_TB1,  -23.5607,    6.149,   -3.832, 0.000,  -35.612,  -11.509
adrg_TR1,  -17.1761,    4.687,   -3.665, 0.000,  -26.362,   -7.990
adrg_TR2,  -24.4481,    5.156,   -4.741, 0.000,  -34.555,  -14.342
adrg_TS1,  -21.0564,    4.732,   -4.450, 0.000,  -30.331,  -11.781
adrg_TS2,  -22.7691,    4.757,   -4.786, 0.000,  -32.094,  -13.445
adrg_TT1,  -20.1482,    4.727,   -4.263, 0.000,  -29.412,  -10.884
adrg_TT2,  -18.0766,    4.693,   -3.852, 0.000,  -27.276,   -8.878
adrg_TT3,   -4.6589,    4.849,   -0.961, 0.337,  -14.162,    4.845
adrg_TU1,   -8.3679,    4.909,   -1.705, 0.088,  -17.989,    1.253
adrg_TV1,  -21.4248,    4.833,   -4.433, 0.000,  -30.897,  -11.953
adrg_UR1,  -21.6302,    4.919,   -4.397, 0.000,  -31.271,  -11.989
adrg_US1,  -23.6254,    9.296,   -2.541, 0.011,  -41.846,   -5.404
adrg_US2,  -13.6403,    6.573,   -2.075, 0.038,  -26.524,   -0.757
adrg_VB1,  -25.2654,    4.695,   -5.382, 0.000,  -34.467,  -16.064
adrg_VC1,  -23.2683,    4.690,   -4.961, 0.000,  -32.460,  -14.076
adrg_VD1,  -25.2473,    4.683,   -5.391, 0.000,  -34.427,  -16.068
adrg_VJ1,  -26.2893,    4.656,   -5.646, 0.000,  -35.416,  -17.163
adrg_VR1,  -22.3577,    4.665,   -4.793, 0.000,  -31.501,  -13.214
adrg_VS1,  -23.9201,    5.197,   -4.603, 0.000,  -34.105,  -13.735
adrg_VS2,  -24.3980,    4.672,   -5.223, 0.000,  -33.554,  -15.242
adrg_VT1,  -13.2656,    4.699,   -2.823, 0.005,  -22.476,   -4.055
adrg_VZ1,  -22.6889,    4.767,   -4.760, 0.000,  -32.032,  -13.346
adrg_WB1,  -24.3949,    5.693,   -4.285, 0.000,  -35.553,  -13.237
adrg_WB2,  -20.1012,    4.833,   -4.159, 0.000,  -29.574,  -10.628
adrg_WJ1,  -24.2447,    4.764,   -5.089, 0.000,  -33.582,  -14.908
adrg_WR1,  -20.9540,    4.861,   -4.311, 0.000,  -30.481,  -11.426
adrg_WR2,  -16.2849,    4.679,   -3.481, 0.001,  -25.455,   -7.115
adrg_WS1,  -20.8947,    5.699,   -3.666, 0.000,  -32.065,   -9.725
adrg_WZ1,  -16.4400,    4.663,   -3.526, 0.000,  -25.578,   -7.302
adrg_XJ1,  -25.6601,    4.669,   -5.496, 0.000,  -34.810,  -16.510
adrg_XR1,  -22.3980,    4.763,   -4.703, 0.000,  -31.733,  -13.063
adrg_XS1,  -21.5138,    4.722,   -4.556, 0.000,  -30.768,  -12.259
adrg_XS2,  -13.8888,    4.969,   -2.795, 0.005,  -23.628,   -4.150
adrg_XT1,  -22.3339,    4.771,   -4.681, 0.000,  -31.685,  -12.983
adrg_XT2,  -16.5595,    4.690,   -3.531, 0.000,  -25.752,   -7.367
adrg_XT3, 2.935e-15, 5.57e-15,    0.527, 0.599,-7.99e-15, 1.39e-14
adrg_XZ1,  -26.4071,    5.450,   -4.845, 0.000,  -37.089,  -15.725
adrg_YC2,  -24.1689,    5.300,   -4.560, 0.000,  -34.556,  -13.781
adrg_YR1,  -15.7835,    4.754,   -3.320, 0.001,  -25.101,   -6.466
adrg_YR2,  -14.7542,    6.574,   -2.244, 0.025,  -27.639,   -1.869
adrg_ZB1,  -24.9733,    4.875,   -5.122, 0.000,  -34.529,  -15.418
adrg_ZC1,  -27.2340,    4.690,   -5.807, 0.000,  -36.426,  -18.042
adrg_ZJ1,  -24.5320,    4.718,   -5.200, 0.000,  -33.779,  -15.286
adrg_ZK1,  -22.2802,    5.881,   -3.789, 0.000,  -33.806,  -10.754
adrg_ZR1,  -24.7017,    4.786,   -5.161, 0.000,  -34.083,  -15.321
adrg_ZR2,  -23.7449,    4.677,   -5.077, 0.000,  -32.912,  -14.578
LYFS_2,   -0.3047,    0.271,   -1.122, 0.262,   -0.837,    0.227
LYFS_3,    0.8113,    0.368,    2.205, 0.027,    0.090,    1.533
LYFS_4,   -0.8546,    0.100,   -8.514, 0.000,   -1.051,   -0.658
LYFS_5,   -1.5719,    0.217,   -7.227, 0.000,   -1.998,   -1.146
LYFS_9,   -1.3488,    0.133,  -10.131, 0.000,   -1.610,   -1.088
QKYHLB1_1,    0.1579,    0.082,    1.934, 0.053,   -0.002,    0.318
QKYHLB1_2,    0.0736,    0.245,    0.300, 0.764,   -0.407,    0.554
QKYHLB1_3,   -0.5775,    0.736,   -0.785, 0.433,   -2.020,    0.865
QKYHLB1_4,    3.2622,    0.180,   18.103, 0.000,    2.909,    3.615
QKYHLB1_5,   -3.4398,    8.122,   -0.423, 0.672,  -19.359,   12.480
QKYHLB1_6,  -2.6e-15, 8.56e-15,   -0.304, 0.761,-1.94e-14, 1.42e-14
QKYHLB1_7,    0.6752,    5.714,    0.118, 0.906,  -10.524,   11.874
QKYHLB1_9,    0.4834,    0.135,    3.590, 0.000,    0.220,    0.747
QKDJ1_1,   -0.1283,    0.115,   -1.117, 0.264,   -0.353,    0.097
QKDJ1_2,   -1.4028,    0.105,  -13.302, 0.000,   -1.610,   -1.196
QKDJ1_3,   -0.1046,    0.093,   -1.131, 0.258,   -0.286,    0.077
QKDJ1_4,    0.7017,    0.153,    4.586, 0.000,    0.402,    1.002
QKDJ1_5,    1.7395,    1.157,    1.503, 0.133,   -0.529,    4.008
QKDJ1_6,    2.2202,    0.573,    3.877, 0.000,    1.098,    3.343
QKDJ1_7,    3.1095,    0.638,    4.871, 0.000,    1.858,    4.361
QKDJ1_8,   -1.3653,    3.292,   -0.415, 0.678,   -7.817,    5.086
QKDJ1_9,    0.3069,    1.530,    0.201, 0.841,   -2.693,    3.307
QKDJ1_10,    5.4579,    1.960,    2.784, 0.005,    1.616,    9.300
QKDJ1_11,   -1.3899,    0.341,   -4.073, 0.000,   -2.059,   -0.721
QKDJ1_12,   -1.0510,    0.309,   -3.405, 0.001,   -1.656,   -0.446
QKDJ1_13,    1.4478,    0.549,    2.636, 0.008,    0.371,    2.524
